restaurant_name,review_date,rating,review_text,cleaned_text,model_star,model_confidence,rating_score,model_score,final_score,final_sentiment,top_words
99 Grill,12 November 2025,5.0,طلبت ترافل برجر و كتييييير زاكية 👍🏻,طلبت ترافل برجر و كتيير زاكية thumbs_up_light_skin_tone,1.0,0.24080221354961395,1.0,-0.24080221354961395,0.13143845051527023,neutral,طلب ##ت و ##ية _
99 Grill,08 November 2025,1.0,البطاطا ما اجتني متل ما طلبت انا طلبت بطاطا كيرلي اجاني بطاطا عادي,البطاطا ما اجتني متل ما طلبت انا طلبت بطاطا كيرلي اجاني بطاطا عادي,1.0,0.3454018831253052,-1.0,-0.3454018831253052,-0.5417813181877136,negative,عاد ما ال طلب ##ي
99 Grill,07 November 2025,1.0,طعم الدجاج كان واضح,طعم الدجاج كان واضح,3.0,0.36806589365005493,-1.0,0.0,-0.3,negative,كان ط ##عم و ##ح
99 Grill,06 November 2025,1.0,the food was so bad,the food was so bad,1.0,0.5426343679428101,-1.0,-0.5426343679428101,-0.679844057559967,negative,the bad was so food
99 Grill,05 November 2025,5.0,ممتاز جدا واشي فخم صراحة,ممتاز جدا واشي فخم صراحة,5.0,0.7083069086074829,1.0,0.7083069086074829,0.795814836025238,positive,م جدا ##ة و ##متاز
99 Grill,05 November 2025,5.0,ممتاز,ممتاز,5.0,0.7021059393882751,1.0,0.7021059393882751,0.7914741575717925,positive,م ##متاز
99 Grill,04 November 2025,1.0,Quality issue,Quality issue,5.0,0.3421103358268738,-1.0,0.3421103358268738,-0.060522764921188354,neutral,issue quality
99 Grill,02 November 2025,5.0,very delicious,very delicious,5.0,0.5726103186607361,1.0,0.5726103186607361,0.7008272230625152,positive,very ##cious deli
99 Grill,01 November 2025,5.0,التقييم فوق التقيييم ، سخنه والخبز فريش والجاج رهيب ونضيف يعني حرفياً 10/10 يتم اعتمادددد فخورة فيكم ! جد رهيب,التقييم فوق التقييم ، سخنه والخبز فريش والجاج رهيب ونضيف يعني حرفياً 10/10 يتم اعتمادد فخورة فيكم ! جد رهيب,1.0,0.6843168139457703,1.0,-0.6843168139457703,-0.17902176976203915,neutral,يتم فوق 10 ، !
99 Grill,01 November 2025,5.0,It was great!,It was great!,5.0,0.6779346466064453,1.0,0.6779346466064453,0.7745542526245117,positive,it great was !
99 Grill,01 November 2025,5.0,الوجبة كثير زاكية ، وحجم البرغر كثير مناسب ... بنحب نكرر هذه التجربة ... شكرا على الجودة والإتقان,الوجبة كثير زاكية ، وحجم البرغر كثير مناسب .. بنحب نكرر هذه التجربة .. شكرا على الجودة والإتقان,4.0,0.4028739035129547,1.0,0.20143695175647736,0.44100586622953414,positive,كثير كثير هذه مناسب ،
99 Grill,01 November 2025,5.0,كثير زاكييي🖤,كثير زاكيي black_heart,4.0,0.23707659542560577,1.0,0.11853829771280289,0.382976808398962,positive,كثير ##يي black ز ##اك
99 Grill,01 November 2025,5.0,بشهييي واللحمة طرية و جوووووسي والاكل بيوصل ساخن اهم اشي وما بياخد وقت كتير ليوصل الطلب  ❤️❤️❤️❤️❤️❤️❤️❤️,بشهيي واللحمة طرية و جووسي والاكل بيوصل ساخن اهم اشي وما بياخد وقت كتير ليوصل الطلب red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,5.0,0.36995798349380493,1.0,0.36995798349380493,0.5589705884456635,positive,وما اهم و بي و
99 Grill,01 November 2025,5.0,juicy & tasty,juicy & tasty,5.0,0.46535179018974304,1.0,0.46535179018974304,0.6257462531328202,positive,& ju ##icy ##ty tas
99 Grill,30 October 2025,5.0,"Crunchy chicken was delicious,  the taste was great keep up with good food.","Crunchy chicken was delicious, the taste was great keep up with good food.",4.0,0.4789247214794159,1.0,0.23946236073970795,0.46762365251779553,positive,"great , was . was"
99 Grill,30 October 2025,2.0,البطاطا المكس لها رائحة احتراق,البطاطا المكس لها رائحة احتراق,4.0,0.24321290850639343,-0.5,0.12160645425319672,-0.0648754820227623,neutral,لها ال ##ة ##كس ا
99 Grill,30 October 2025,1.0,طلبت ماتركس اب وصلني ماتركس كولا,طلبت ماتركس اب وصلني ماتركس كولا,1.0,0.2843540906906128,-1.0,-0.2843540906906128,-0.49904786348342894,negative,طلب اب ##ني وصل ##ت
99 Grill,28 October 2025,3.0,portion small,portion small,3.0,0.37155207991600037,0.0,0.0,0.0,neutral,small portion
99 Grill,28 October 2025,5.0,كتير زاكي,كتير زاكي,1.0,0.2524632513523102,1.0,-0.2524632513523102,0.12327572405338288,neutral,##ي ز ##ر ك ##اك
99 Grill,27 October 2025,5.0,great... simply great,great.. simply great,5.0,0.84368497133255,1.0,0.84368497133255,0.8905794799327851,positive,simply great great . .
99 Grill,26 October 2025,4.0,طيب بس الجاج صغير والخبزة كبيرة,طيب بس الجاج صغير والخبزة كبيرة,2.0,0.33777758479118347,0.5,-0.16888879239559174,0.03177784532308579,neutral,كبيرة ص و ##غير ال
99 Grill,24 October 2025,5.0,الاكل كان زاكي الصراحة,الاكل كان زاكي الصراحة,2.0,0.3034461438655853,1.0,-0.15172307193279266,0.19379384964704513,neutral,كان ##ي الا ال ز
99 Grill,23 October 2025,5.0,Everything was fresh and flavorful. Highly recommend,Everything was fresh and flavorful. Highly recommend,5.0,0.8878795504570007,1.0,0.8878795504570007,0.9215156853199005,positive,highly . rec ##d and
99 Grill,23 October 2025,5.0,the food was amazing really recommend it 👍🏻,the food was amazing really recommend it thumbs_up_light_skin_tone,5.0,0.7187541723251343,1.0,0.7187541723251343,0.8031279206275939,positive,really the ##d amazing rec
99 Grill,22 October 2025,5.0,it was really delicious thank you so much,it was really delicious thank you so much,5.0,0.7388671040534973,1.0,0.7388671040534973,0.817206972837448,positive,really thank so it deli
99 Grill,22 October 2025,1.0,لذيييييييييذ جداً,لذييذ جداً,3.0,0.2838611602783203,-1.0,0.0,-0.3,negative,جدا ##ذ ل ##ذ ##يي
99 Grill,20 October 2025,1.0,الطعام بارد كثير كثير,الطعام بارد كثير كثير,4.0,0.2842087149620056,-1.0,0.1421043574810028,-0.20052694976329805,negative,كثير كثير بار ##د ال
99 Grill,18 October 2025,2.0,اللحم له ريحه وطعمه سيئ,اللحم له ريحه وطعمه سيئ,4.0,0.38688787817955017,-0.5,0.19344393908977509,-0.01458924263715744,neutral,له سي ال و ##ي
99 Grill,14 October 2025,5.0,تعامل راقي واحترافي ✨,تعامل راقي واحترافي sparkles,4.0,0.3794039189815521,1.0,0.18970195949077606,0.4327913716435432,positive,ت و ##قي ##عامل ##في
99 Grill,13 October 2025,4.0,yum😝,yum squinting_face_with_tongue,5.0,0.28635531663894653,0.5,0.28635531663894653,0.3504487216472626,positive,yu ##ting ##m sq _
99 Grill,13 October 2025,5.0,ما افضل المطاعم الي جربتها و الطعم لا يقاوم ولاغلطه  👍🏻,ما افضل المطاعم الي جربتها و الطعم لا يقاوم ولاغلطه thumbs_up_light_skin_tone,5.0,0.5100321173667908,1.0,0.5100321173667908,0.6570224821567535,positive,لا و ما الي ولا
99 Grill,11 October 2025,1.0,البرجر وصل مليان صوص لدرجة ملغوص كل مكان  والخبزة كتير اكبر من اللحمة واللحمة ضايعة  اكلنا منه قبل وكان ازكى.  البطاطا ازكى اشي عندهم,البرجر وصل مليان صوص لدرجة ملغوص كل مكان والخبزة كتير اكبر من اللحمة واللحمة ضايعة اكلنا منه قبل وكان ازكى. البطاطا ازكى اشي عندهم,1.0,0.5240696668624878,-1.0,-0.5240696668624878,-0.6668487668037415,negative,وصل كل اكبر و ال
99 Grill,08 October 2025,1.0,الدجاج نيء,الدجاج نيء,1.0,0.3179321885108948,-1.0,-0.3179321885108948,-0.5225525319576263,negative,##ء ال ن ##جاج ##ي
99 Grill,05 October 2025,5.0,"as always, warm,good portion and tastes amazing","as always, warm,good portion and tastes amazing",5.0,0.7647798657417297,1.0,0.7647798657417297,0.8353459060192108,positive,as amazing good warm and
99 Grill,04 October 2025,1.0,كثير سئ او نص الطلب مش موجود,كثير سئ او نص الطلب مش موجود,3.0,0.3675537407398224,-1.0,0.0,-0.3,negative,كثير موجود او سي م
99 Grill,02 October 2025,5.0,شكرا كثير هاي المرة الاكل كان بجنن وما في اي تعليق عليه صراحة وشكر خاص للانسة دارين لانها اهتمت بملاحظتي وعملت فيها🙏🏻🌹,شكرا كثير هاي المرة الاكل كان بجنن وما في اي تعليق عليه صراحة وشكر خاص للانسة دارين لانها اهتمت بملاحظتي وعملت فيها folded_hands_light_skin_tone rose,4.0,0.3649851381778717,1.0,0.18249256908893585,0.4277447983622551,positive,كثير خاص ها لانه وما
99 Grill,29 September 2025,5.0,راااااائع طعم لزيز👍👍👍نظافه وتغليف من افضل المطاعم عنا👍👍بتوفيق,راائع طعم لزيز thumbs_up thumbs_up thumbs_up نظافه وتغليف من افضل المطاعم عنا thumbs_up thumbs_up بتوفيق,5.0,0.6558621525764465,1.0,0.6558621525764465,0.7591035068035126,positive,و ب افضل ن ##ه
99 Grill,28 September 2025,5.0,Great food!,Great food!,5.0,0.7840197086334229,1.0,0.7840197086334229,0.8488137960433959,positive,great ! food
99 Grill,27 September 2025,5.0,perfect 🙌🏻,perfect raising_hands_light_skin_tone,5.0,0.7727217078208923,1.0,0.7727217078208923,0.8409051954746245,positive,perfect light _ tone _
99 Grill,19 September 2025,5.0,رائع,رائع,5.0,0.5628120303153992,1.0,0.5628120303153992,0.6939684212207794,positive,را ##يع
99 Grill,18 September 2025,5.0,great taste and service,great taste and service,5.0,0.6918544769287109,1.0,0.6918544769287109,0.7842981338500976,positive,great and service taste
99 Grill,18 September 2025,5.0,"Very delicious food, Great service The bread is special, tender and light The sauces are the most delicious, meat and chicken, josey","Very delicious food, Great service The bread is special, tender and light The sauces are the most delicious, meat and chicken, josey",5.0,0.6257351636886597,1.0,0.6257351636886597,0.7380146145820617,positive,very ##y jose great the
99 Grill,18 September 2025,5.0,كثيرررر كثيررررر زاكي بصراحه انا ما بغير عنهم طعمتها راكزه والدجاج مستوي بطريقه مزبوطه كل الشكر,كثيرر كثيرر زاكي بصراحه انا ما بغير عنهم طعمتها راكزه والدجاج مستوي بطريقه مزبوطه كل الشكر,1.0,0.2392924427986145,1.0,-0.2392924427986145,0.13249529004096985,neutral,##ر كل ##ر ب انا
99 Grill,18 September 2025,3.0,الاكل زاكي والدجاج طري والخبز طري وحجم الاكل كبير بس المشكلة الدجاج فيه زنخة واضحة,الاكل زاكي والدجاج طري والخبز طري وحجم الاكل كبير بس المشكلة الدجاج فيه زنخة واضحة,2.0,0.4609331786632538,0.0,-0.2304665893316269,-0.1613266125321388,neutral,كبير و فيه و ب
99 Grill,18 September 2025,5.0,prefect choice,prefect choice,5.0,0.464008629322052,1.0,0.464008629322052,0.6248060405254363,positive,choice pre ##fect
99 Grill,17 September 2025,5.0,all good please send hot poteto next time,all good please send hot poteto next time,5.0,0.6100348234176636,1.0,0.6100348234176636,0.7270243763923645,positive,all please good send next
99 Grill,17 September 2025,5.0,الساندويشات زاكية وبتشهي وطعمها رائع,الساندويشات زاكية وبتشهي وطعمها رائع,5.0,0.515550434589386,1.0,0.515550434589386,0.6608853042125702,positive,وب را ال ##يع ##مها
99 Grill,16 September 2025,5.0,ممتاز، كل شيئ تمام,ممتاز، كل شيئ تمام,5.0,0.8661433458328247,1.0,0.8661433458328247,0.9063003420829772,positive,م كل ، ##متاز تمام
99 Grill,16 September 2025,5.0,"Everything was amazing and more than wonderful. The food was hot, clean, and the delivery was fast. There were no notes. It is one of the best burger restaurants.","Everything was amazing and more than wonderful. The food was hot, clean, and the delivery was fast. There were no notes. It is one of the best burger restaurants.",5.0,0.9538339376449585,1.0,0.9538339376449585,0.9676837563514709,positive,. . . . no
99 Grill,16 September 2025,5.0,الاكل كان نظيف وزاكي,الاكل كان نظيف وزاكي,3.0,0.3115321099758148,1.0,0.0,0.3,positive,كان الا و ن ##زا
99 Grill,15 September 2025,1.0,المطعم ما عمل اي اشي من الارشادات الي حكيتها الهم,المطعم ما عمل اي اشي من الارشادات الي حكيتها الهم,4.0,0.25774887204170227,-1.0,0.12887443602085114,-0.20978789478540422,negative,ما الي ال اي من
99 Grill,14 September 2025,5.0,الاكل كان بشهي ♥️,الاكل كان بشهي heart_suit,3.0,0.2808581590652466,1.0,0.0,0.3,positive,كان ب الا heart ##ي
99 Grill,13 September 2025,2.0,الپاڤيليون ساندويتش طالبها دبل، وصلتني سنچل,الپاڤيليون ساندويتش طالبها دبل، وصلتني سنچل,1.0,0.2939819395542145,-0.5,-0.2939819395542145,-0.3557873576879501,negative,، ال وصل ##ش ##تن
99 Grill,13 September 2025,1.0,"the taste of wings were full of Starch and the sauce very salty, also the chicken burger were very salty. very bad experience will not be repeated.","the taste of wings were full of Starch and the sauce very salty, also the chicken burger were very salty. very bad experience will not be repeated.",1.0,0.5766732692718506,-1.0,-0.5766732692718506,-0.7036712884902954,negative,bad very very not will
99 Grill,13 September 2025,1.0,الدجاج مو مستوي ابدا,الدجاج مو مستوي ابدا,3.0,0.2664583921432495,-1.0,0.0,-0.3,negative,اب ##دا م م ال
99 Grill,11 September 2025,4.0,جيد ولكن الطلب ليس كالمطلوب,جيد ولكن الطلب ليس كالمطلوب,3.0,0.5280880928039551,0.5,0.0,0.15,neutral,ولكن جي ليس ##د ##طلب
99 Grill,04 September 2025,5.0,"amazing food,tasted absolutely exquisite,portion sizes were great and enough to make anyone w an empty stomach feel full,I ordered the X burger meal and it was a 10/10 experience,the sauce tasted great and the buns were soft as pillows.","amazing food,tasted absolutely exquisite,portion sizes were great and enough to make anyone w an empty stomach feel full,I ordered the X burger meal and it was a 10/10 experience,the sauce tasted great and the buns were soft as pillows.",5.0,0.9482304453849792,1.0,0.9482304453849792,0.9637613117694854,positive,", , , amazing ."
99 Grill,04 September 2025,5.0,أصناف مميزه والطعم رهيب 👍🏻,أصناف مميزه والطعم رهيب thumbs_up_light_skin_tone,4.0,0.27347227931022644,1.0,0.13673613965511322,0.3957152977585792,positive,و ##يب ر ا م
99 Grill,02 September 2025,5.0,الصراحة ومن دون مجاملة ، ازكى سندويشة ماشروم برغر بدوقها بحياتي,الصراحة ومن دون مجاملة ، ازكى سندويشة ماشروم برغر بدوقها بحياتي,1.0,0.3087805509567261,1.0,-0.3087805509567261,0.08385361433029176,neutral,ال ، ومن دون ##ى
99 Grill,02 September 2025,5.0,مذاق رائع جدا,مذاق رائع جدا,4.0,0.2933766543865204,1.0,0.1466883271932602,0.4026818290352821,positive,جدا ##يع را م ##ق
99 Grill,31 August 2025,1.0,السلطة ما فيها لا خبز ولا sauce,السلطة ما فيها لا خبز ولا sauce,1.0,0.3014732301235199,-1.0,-0.3014732301235199,-0.5110312610864639,negative,لا ولا السلطة ما فيها
99 Grill,29 August 2025,1.0,ما في مصداقية .العصير مختلف عن الصورة المعروضة وارخص بكتير . طلبنا المراعي ووصلنا طيبة .,ما في مصداقية .العصير مختلف عن الصورة المعروضة وارخص بكتير . طلبنا المراعي ووصلنا طيبة .,2.0,0.4563407897949219,-1.0,-0.22817039489746094,-0.45971927642822263,negative,مختلف . في عن ما
99 Grill,27 August 2025,5.0,الطعم رائع ،,الطعم رائع ،,5.0,0.444980263710022,1.0,0.444980263710022,0.6114861845970154,positive,##يع را ، ال ##م
99 Grill,27 August 2025,5.0,اشكرك على تعاملك وعلى التوصيل السريع انت انسان محترم,اشكرك على تعاملك وعلى التوصيل السريع انت انسان محترم,5.0,0.6585907936096191,1.0,0.6585907936096191,0.7610135555267333,positive,على وعلى ان م ##ك
99 Grill,26 August 2025,2.0,وصلني االعصير مو نفس اللي طلبته,وصلني االعصير مو نفس اللي طلبته,5.0,0.2576194107532501,-0.5,0.2576194107532501,0.03033358752727508,neutral,وصل ##ته نفس ##ني ا
99 Grill,23 August 2025,1.0,اكل اجى كثيييير بارد,اكل اجى كثيير بارد,2.0,0.31380876898765564,-1.0,-0.15690438449382782,-0.40983306914567946,negative,اج ##ى ##د بار ا
99 Grill,21 August 2025,5.0,منتاز,منتاز,5.0,0.3319617509841919,1.0,0.3319617509841919,0.5323732256889343,positive,من ##ز ##تا
99 Grill,21 August 2025,4.0,طعام طيب وتجربة جيدة جدا,طعام طيب وتجربة جيدة جدا,5.0,0.5679365992546082,0.5,0.5679365992546082,0.5475556194782257,positive,جدا و جي ##دة ط
99 Grill,21 August 2025,5.0,great tasty meal,great tasty meal,5.0,0.6960961222648621,1.0,0.6960961222648621,0.7872672855854034,positive,great ##ty ##l mea tas
99 Grill,19 August 2025,5.0,رائع,رائع,5.0,0.5628120303153992,1.0,0.5628120303153992,0.6939684212207794,positive,را ##يع
99 Grill,19 August 2025,5.0,good food and customer care,good food and customer care,4.0,0.5735473036766052,1.0,0.2867736518383026,0.5007415562868118,positive,good and food care customer
99 Grill,18 August 2025,5.0,رائع,رائع,5.0,0.5628120303153992,1.0,0.5628120303153992,0.6939684212207794,positive,را ##يع
99 Grill,17 August 2025,5.0,ممتاز,ممتاز,5.0,0.7021059393882751,1.0,0.7021059393882751,0.7914741575717925,positive,م ##متاز
99 Grill,16 August 2025,5.0,delicious,delicious,5.0,0.48664718866348267,1.0,0.48664718866348267,0.6406530320644379,positive,deli ##cious
99 Grill,16 August 2025,5.0,so good,so good,5.0,0.6291980147361755,1.0,0.6291980147361755,0.7404386103153229,positive,so good
99 Grill,15 August 2025,1.0,ordered beef burger and payed more for curly fries got chicken burger with french fries???,ordered beef burger and payed more for curly fries got chicken burger with french fries??,1.0,0.5164468288421631,-1.0,-0.5164468288421631,-0.6615127801895142,negative,ordered more ? ? got
99 Grill,15 August 2025,5.0,نضيف زاكي وسريعيين,نضيف زاكي وسريعيين,2.0,0.3172176778316498,1.0,-0.1586088389158249,0.18897381275892255,neutral,ن و ##ين ##ف ز
99 Grill,15 August 2025,5.0,great taste and quality,great taste and quality,5.0,0.7454298734664917,1.0,0.7454298734664917,0.8218009114265441,positive,great and quality taste
99 Grill,10 August 2025,5.0,food was excellent,food was excellent,5.0,0.6753054857254028,1.0,0.6753054857254028,0.772713840007782,positive,was excellent food
99 Grill,09 August 2025,5.0,الطعام كان لذيذ جدا,الطعام كان لذيذ جدا,3.0,0.3177289664745331,1.0,0.0,0.3,positive,جدا كان ال ##ذ ل
99 Grill,07 August 2025,2.0,هوت دوغ بارده جدا,هوت دوغ بارده جدا,3.0,0.374453067779541,-0.5,0.0,-0.15,neutral,جدا ##ده بار ##ت ##غ
99 Grill,07 August 2025,1.0,الجاج ما كان مستوي !!!!,الجاج ما كان مستوي !!,1.0,0.35204750299453735,-1.0,-0.35204750299453735,-0.5464332520961761,negative,ما كان ال ! ##جاج
99 Grill,06 August 2025,5.0,everything is very clean and the onion rings are a 10/10,everything is very clean and the onion rings are a 10/10,5.0,0.7593629956245422,1.0,0.7593629956245422,0.8315540969371795,positive,are a and 10 the
99 Grill,05 August 2025,5.0,الاكل سخن و مستوي و زاكي,الاكل سخن و مستوي و زاكي,5.0,0.25905299186706543,1.0,0.25905299186706543,0.48133709430694577,positive,##خن و و ##ي س
99 Grill,05 August 2025,5.0,ممتاز,ممتاز,5.0,0.7021059393882751,1.0,0.7021059393882751,0.7914741575717925,positive,م ##متاز
99 Grill,04 August 2025,5.0,👌👌,OK_hand OK_hand,4.0,0.437766969203949,1.0,0.2188834846019745,0.4532184392213821,positive,ok ok hand _ hand
99 Grill,02 August 2025,5.0,ممتاز,ممتاز,5.0,0.7021059393882751,1.0,0.7021059393882751,0.7914741575717925,positive,م ##متاز
99 Grill,02 August 2025,5.0,amazing,amazing,5.0,0.8426642417907715,1.0,0.8426642417907715,0.8898649692535401,positive,amazing
99 Grill,01 August 2025,5.0,أزكى مطعم برغر بمرج الحمام عن تجربة 🖤,أزكى مطعم برغر بمرج الحمام عن تجربة black_heart,1.0,0.4113069772720337,1.0,-0.4113069772720337,0.01208511590957645,neutral,عن ب ##ى از ##ر
99 Grill,30 July 2025,5.0,الاوردر وصل سخن،فريش وطيب😋,الاوردر وصل سخن،فريش وطيب face_savoring_food,5.0,0.44236597418785095,1.0,0.44236597418785095,0.6096561819314956,positive,وصل ، ##خن ##ب الا
99 Grill,30 July 2025,5.0,"hot and as delicious 
he was so polite ",hot and as delicious he was so polite,5.0,0.7217782139778137,1.0,0.7217782139778137,0.8052447497844695,positive,as so he hot and
99 Grill,30 July 2025,5.0,لذيذ يا ريت تعملو عروض أكتر,لذيذ يا ريت تعملو عروض أكتر,5.0,0.3058033883571625,1.0,0.3058033883571625,0.5140623718500137,positive,تعمل يا ل ##و ##يت
99 Grill,25 July 2025,5.0,"While the price is on the expensive side, it was one of the best Burgers and hotdogs I have ever had. Please keep up the good quality and thank you!","While the price is on the expensive side, it was one of the best Burgers and hotdogs I have ever had. Please keep up the good quality and thank you!",5.0,0.7396243810653687,1.0,0.7396243810653687,0.817737066745758,positive,"while please . thank ,"
99 Grill,24 July 2025,4.0,the chicken was juicy and delicious.. the portion was big enough and the taste was great and fresh ,the chicken was juicy and delicious.. the portion was big enough and the taste was great and fresh,5.0,0.4579888582229614,0.5,0.4579888582229614,0.470592200756073,positive,and . the great the
99 Grill,24 July 2025,2.0,اللحمة نوعها غير جيد ابدا .. مع العلم زمان كانت كويسه,اللحمة نوعها غير جيد ابدا .. مع العلم زمان كانت كويسه,3.0,0.4772501587867737,-0.5,0.0,-0.15,neutral,غير اب ال ##ها زمان
99 Grill,23 July 2025,5.0,wow ,wow,5.0,0.6995609998703003,1.0,0.6995609998703003,0.7896926999092102,positive,wow
99 Grill,22 July 2025,1.0,لم يكن عصير المراعي بل نوع مختلف.,لم يكن عصير المراعي بل نوع مختلف.,2.0,0.4315567910671234,-1.0,-0.2157783955335617,-0.45104487687349315,negative,لم يكن مختلف . بل
99 Grill,22 July 2025,5.0,ممتاز والسلطه بتشهي,ممتاز والسلطه بتشهي,5.0,0.7377907633781433,1.0,0.7377907633781433,0.8164535343647004,positive,م و ##متاز ب ##ي
99 Grill,22 July 2025,5.0,amazing,amazing,5.0,0.8426642417907715,1.0,0.8426642417907715,0.8898649692535401,positive,amazing
99 Grill,20 July 2025,5.0,من افضل المطاعم اللي اكلت منها لذيذه بقوه و سعره مناسب,من افضل المطاعم اللي اكلت منها لذيذه بقوه و سعره مناسب,5.0,0.7873501777648926,1.0,0.7873501777648926,0.8511451244354247,positive,مناسب افضل من و ##ه
99 Grill,20 July 2025,3.0,"The food was good in terms of tatse, but the sauce was too much making the sandwich soggy and hard to eat. Perhaps sauce can be served on the side. It also wasn’t hot enough, although we ate it immediately.","The food was good in terms of tatse, but the sauce was too much making the sandwich soggy and hard to eat. Perhaps sauce can be served on the side. It also wasn’t hot enough, although we ate it immediately.",2.0,0.4682368338108063,0.0,-0.23411841690540314,-0.16388289183378218,neutral,too the we perhaps but
99 Grill,20 July 2025,5.0,تجربه ممتعه جدا,تجربه ممتعه جدا,3.0,0.34739798307418823,1.0,0.0,0.3,positive,جدا م ت ##به ##عه
99 Grill,19 July 2025,5.0,I ordered for the 1st time 300 g + additional 300g in one sandwich. one sandwich can be more than enough for 2 people 😋 also the chicken filet sandwich was amazing 👏  but the brisket was more of a steak meat.,I ordered for the 1st time 300 g + additional 300g in one sandwich. one sandwich can be more than enough for 2 people face_savoring_food also the chicken filet sandwich was amazing clapping_hands but the brisket was more of a steak meat.,3.0,0.28526630997657776,1.0,0.0,0.3,positive,can but i . also
99 Grill,19 July 2025,4.0,طلبت عصير تفاح اجاني برتقال..… بكرهههههه البرتقال,طلبت عصير تفاح اجاني برتقال..… بكرهه البرتقال,1.0,0.45126545429229736,0.5,-0.45126545429229736,-0.16588581800460814,neutral,طلب ##ت بكر . بر
99 Grill,16 July 2025,1.0,باردة مو طيبة و البطاطا باردة و مو طيبة نهائي,باردة مو طيبة و البطاطا باردة و مو طيبة نهائي,1.0,0.41881945729255676,-1.0,-0.41881945729255676,-0.5931736201047897,negative,نه ##ايي و بار و
99 Grill,16 July 2025,1.0,home made burger very bad and i dont recommend anyone to try it🤮,home made burger very bad and i dont recommend anyone to try it face_vomiting,1.0,0.8826494812965393,-1.0,-0.8826494812965393,-0.9178546369075775,negative,bad very dont it and
99 Grill,13 July 2025,5.0,the best restaurant in jordan,the best restaurant in jordan,5.0,0.9011011123657227,1.0,0.9011011123657227,0.9307707786560058,positive,jordan the best in restaurant
99 Grill,12 July 2025,5.0,"It was so delicious, and delivered on time .","It was so delicious, and delivered on time .",5.0,0.7354254126548767,1.0,0.7354254126548767,0.8147977888584137,positive,so . and delivered deli
99 Grill,12 July 2025,5.0,زاكي لدرجة نسيت امتحان الرياضيات ونا علمي,زاكي لدرجة نسيت امتحان الرياضيات ونا علمي,4.0,0.3468490242958069,1.0,0.17342451214790344,0.4213971585035324,positive,ل ز ##ي ##اك ##نا
99 Grill,09 July 2025,2.0,الدجاج موفرش الدجاج قديم الواضح مما اثر على الطعم مارح اطلبو مرتانيه,الدجاج موفرش الدجاج قديم الواضح مما اثر على الطعم مارح اطلبو مرتانيه,1.0,0.30044224858283997,-0.5,-0.30044224858283997,-0.36030957400798796,negative,مما قد م ال ال
